codigo;nome;tipo;descricao
1114015400000000;"Imposto sobre Produtos Industrializados - IPI - Outros Produtos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114015500000000;"Imposto sobre Produtos Industrializados - IPI - Outros Produtos - Multas";A;"Vide descrição do código de receita principal."
1114015600000000;"Imposto sobre Produtos Industrializados - IPI - Outros Produtos - Juros de Mora";A;"Vide descrição do código de receita principal."
1114015700000000;"Imposto sobre Produtos Industrializados - IPI - Outros Produtos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114015800000000;"Imposto sobre Produtos Industrializados - IPI - Outros Produtos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114500000000000;"Impostos sobre a Produção e Circulação de Mercadorias e Serviços";S;"Agrega a arrecadação dos impostos incidentes sobre a produção e circulação de mercadorias e serviços, de competência dos Estados."
1114501000000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação";S;"Registra a arrecadação de Imposto sobre Circulação de Mercadorias e Serviços ? ICMS, de competência dos Estados. Tem como fato gerador as operações relativas à circulação de mercadorias e às prestações de serviços de transporte interestadual e intermunicipal e de comunicação, ainda que as operações e as prestações se iniciem no exterior. Incide ainda sobre a entrada de mercadoria importada."
1114501100000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Principal";A;"Vide descrição do código de receita principal."
1114501200000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1114501300000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Dívida Ativa";A;"Vide descrição do código de receita principal."
1114501400000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114501500000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Multas";A;"Vide descrição do código de receita principal."
1114501600000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Juros de Mora";A;"Vide descrição do código de receita principal."
1114501700000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114501800000000;"Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114502000000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza";S;"Registra receita decorrente da aplicação de adicional de até dois pontos percentuais na alíquota do Imposto sobre Circulação de Mercadorias e Serviços ? ICMS, sobre produtos e serviços supérfluos e nas condições definidas na lei complementar de que trata o art. 155, õ 2§, XII, da Constituição, não se aplicando, sobre este percentual, o disposto no art. 158, IV, da Constituição, para constituição do fundo estadual de combate à pobreza."
1114502100000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Principal";A;"Vide descrição do código de receita principal."
1114502200000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1114502300000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Dívida Ativa";A;"Vide descrição do código de receita principal."
1114502400000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114502500000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Multas";A;"Vide descrição do código de receita principal."
1114502600000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Juros de Mora";A;"Vide descrição do código de receita principal."
1114502700000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114502800000000;"Adicional ICMS - Fundo Estadual de Combate à Pobreza - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114510000000000;"Impostos sobre Serviços";S;"Agrega a arrecadação de imposto sobre serviços de qualquer natureza de competência dos Municípios. Tem como fato gerador a prestação, por empresa ou profissional aut“nomo, com ou sem estabelecimento fixo, de serviços constantes em lista própria."
1114511000000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN";S;"Registra a arrecadação de imposto sobre serviços de qualquer natureza de competência dos Municípios. Tem como fato gerador a prestação, por empresa ou profissional aut“nomo, com ou sem estabelecimento fixo, de serviços constantes em lista própria."
1114511100000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal";A;"Vide descrição do código de receita principal."
1114511101000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PF Arrecadação Normal";A;"Vide descrição do código de receita principal."
1114511102000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PF Retido na Fonte";A;"Vide descrição do código de receita principal."
1114511103000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PF Substituição Tributária";A;"Vide descrição do código de receita principal."
1114511104000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PJ Arrecadação Normal";A;"Vide descrição do código de receita principal."
1114511105000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PJ Retido na Fonte";A;"Vide descrição do código de receita principal."
1114511106000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN PJ Substituição Tributária";A;"Vide descrição do código de receita principal."
1114511107000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN - Simples Nacional";A;"Vide descrição do código de receita principal."
1114511108000000;"Imposto sobre Serviços de Qualquer Natureza ? Principal ? ISSQN ? Convˆnio Simples Nacional PGFN";A;"Vide descrição do código de receita principal."
1114511200000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1114511300000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa";A;"Vide descrição do código de receita principal."
1114511400000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114511500000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas";A;"Vide descrição do código de receita principal."
1114511600000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Juros de Mora";A;"Vide descrição do código de receita principal."
1114511700000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114511800000000;"Imposto sobre Serviços de Qualquer Natureza - ISSQN - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114512000000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza";S;"Registra a arrecadação de receita decorrente da aplicação de adicional de até meio ponto percentual na alíquota do Imposto sobre Serviços ou do imposto que vier a substituí-lo, sobre produtos supérfluos, para a constituição do Fundo Municipal de Combate à Pobreza, conforme estabelece o artigo 82, õ 2§, ADCT, CF/1988."
1114512100000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Principal";A;"Vide descrição do código de receita principal."
1114512200000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1114512300000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Dívida Ativa";A;"Vide descrição do código de receita principal."
1114512400000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114512500000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Multas";A;"Vide descrição do código de receita principal."
1114512600000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Juros de Mora";A;"Vide descrição do código de receita principal."
1114512700000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114512800000000;"Adicional ISS - Fundo Municipal de Combate à Pobreza - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114520000000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC)";S;"Registra o valor da receita decorrente da arrecadação do Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC). Imposto instituído pela Constituição Federal de 1988, art. 156, IV, extinto pela Emenda Constitucional n§ 3/1993. Entretanto, ainda há arrecadação de saldos remanescentes do período em que o referido imposto vigorou."
1114520100000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Principal";A;"Vide descrição do código de receita principal."
1114520200000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1114520300000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Dívida Ativa";A;"Vide descrição do código de receita principal."
1114520400000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1114520500000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Multas";A;"Vide descrição do código de receita principal."
1114520600000000;"Imposto sobre Vendas a Varejo de Combustíveis Líquidos e Gasosos (IVVC) - Juros de Mora";A;"Vide descrição do código de receita principal."
